ΚΩΔ.,ΡΑΦΙ,ΤΕΜ .,ΚΑΛΛΙΤΕΧΝΗΣ,ΤΙΤΛΟΣ
FH 1082,N1,1,Franz Heigl ,Native Soil 
FH 1083,N1,1,Franz Heigl ,Farewell 
FH 1084,N1,1,Franz Heigl ,Memories Of Home 
FH 1085,N1,1,Franz Heigl ,Return Home 
FH 1087,N10,1,Franz Heigl ,Cape Blue 
FH 1088,N10,1,Franz Heigl ,Café Pear 
FH 1090,W16,1,Franz Heigl ,Come With Me 
FH 1091,W16,1,Franz Heigl ,Silent View 
FH 1096,S6,1,Franz Heigl ,Red Awakening 
FH 1097,S6,1,Franz Heigl ,Yellow Mood
FH 1168,H5,1,Franz Heigl ,Blue Games I
FH 1169,H5,1,Franz Heigl ,Blue Games II
FH 1172,I10,1,Franz Heigl ,Well Deserved 
FH 1173,I10,1,Franz Heigl ,Refreshing 
FH 1174,I10,1,Franz Heigl ,Longing For Summer
FH 1175,I10,1,Franz Heigl ,Sun Valley 
FH 1176,I10,1,Franz Heigl ,Sweet View 
FH 1177,I10,1,Franz Heigl ,Citrus Field 
FH 1182,H5,1,Franz Heigl ,Native Soil 
FH 1183,H5,1,Franz Heigl ,Farewell 
FH 1184,H5,1,Franz Heigl ,Memories Of Home 
FH 1185,H5,1,Franz Heigl ,Return Home 
FH 1186,H5,1,Franz Heigl ,Cape Grace 
FH 1187,H5,1,Franz Heigl ,Cape Blue 
FH 1188,H5,1,Franz Heigl ,Cape Pear 
FH 1189,H5,1,Franz Heigl ,Cape Lemon 
FH 1190,P5,1,Franz Heigl ,Come With Me 
FH 1191,P5,1,Franz Heigl ,Silent View 
FH 1196,H23,1,Franz Heigl ,Red Awakening 
FH 1197,H23,1,Franz Heigl ,Yellow Mood
FH 1282,I10,1,,
FH 1283,I10,1,,
FH 1284,I10,1,,
FH 1285,I10,1,,
FH 1286,I10,1,Franz Heigl ,Cape Grace 
FH 1287,I10,1,Franz Heigl ,Cape Blue 
FH 1288,I10,1,Franz Heigl ,Cape Pear 
FH 1289,I10,1,Franz Heigl ,Cape Lemon 
FH 2001,S6,1,Franz Heigl ,Dream Of Tuscany 
FH 2002,S6,1,Franz Heigl ,Dream Of Country Life 
FH 2003,S6,1,Franz Heigl ,Dream Of The Sea
FH 2004,S6,1,Franz Heigl ,Dream Of The Wind 
FH 2005,W16,1,Franz Heigl ,Anemone In Harmony 
FH 2006,W16,1,Franz Heigl ,Lily In Harmony 
FH 2007,S6,1,Franz Heigl ,Conception Of Home 
FH 2008,S6,1,Franz Heigl ,Conception Of Toscany 
FH 2009,S6,1,Franz Heigl ,My Favourite Bouquet 
FH 2010,S6,1,Franz Heigl ,A Pail With Marguerites
FH 2011,S6,1,Franz Heigl ,Flowers For My Hat 
FH 2012,S6,1,Franz Heigl ,Summer Party 
FH 2015,S6,1,Franz Heigl ,Route Du Lavandel
FH 2017,S6,1,Franz Heigl ,Atmospheric 
FH 2018,S6,1,Franz Heigl ,Grace 
FH 2019,S6,1,Franz Heigl ,Delicate 
FH 2021,S6,1,Franz Heigl ,Delicious 
FH 2025,V5,1,Franz Heigl ,Lavanda Porfumata 
FH 2028,V5,1,Franz Heigl ,Castellina In Chianti II
FH 2029,V5,1,Franz Heigl ,Castellina In Chianti III
FH 2111,H23,1,Franz Heigl ,Flowers For My Hat 
FH 2112,H23,1,Franz Heigl ,Late Summer Party 
FH 2117,H23,1,Franz Heigl ,Atmospheric 
FH 2118,H23,1,Franz Heigl ,Grace 
FH 2119,H23,1,Franz Heigl ,Delicate 
FH 2120,H23,1,Franz Heigl ,Silence 
FH 2121,H23,1,Franz Heigl ,Delicious 
FH 2122,P5,1,Franz Heigl ,Lavender Atmosphere
FH 2123,P5,1,Franz Heigl ,Lavender Mood
FH 2124,O1B,1,Franz Heigl , Lavanda In Fiore 
FH 2125,O1B,1,Franz Heigl ,Lavanda Porfumata 
FH 2126,O1B,1,Franz Heigl ,Lavanda Provenzale 
FL 225,B19,5,,
FL 280,B19,1,,
FL 3077,C4,4,,
FL 3087,B19,2,,
FO 71766,P15,19,,
FO 71767,P15,29,,
FR 5571,T19,0,,
FRP 105,C14,4,Richard Franklin ,Stoic Romance III
FRP 108,C14,1,Richard Franklin , To Go Beyond 
FRP 109,C14,9,Richard Franklin ,Ferdinand 
FRP 112,C14,1,Richard Franklin ,Achelous 
FRP 119,C14,13,Richard Franklin ,Song Of Athena 
FRP 140,C14,1,Richard Franklin ,Love's Dream
FRP 143,C14,7,Richard Franklin ,Aphrodites Dream 
FRP 144,C14,2,Richard Franklin ,Adonis Dream 
FRT 4154,C4,2,Franklin Taylor , Ascending I 
FRT 4155,C4,2,Franklin Taylor , Ascending II 
FRT 4155,C4,2,,
FRT 4156,N15,3,Franklin Taylor , Ascending I 
FRT 4157,N15,3,Franklin Taylor , Ascending II 
FRT 4157,C4,3,,
GB 1001,N3,8,Gabor Barthez,Orchid Variation I
GB 1002,N3,13,Gabor Barthez,Orchid Variation II
GB 1003,N3,10,Gabor Barthez,Classical Mood 
GB 1004,N3,17,Gabor Barthez,Classical Feeling 
GB 1005,V5,3,Gabor Barthez,Red Calla
GB 1007,V5,0,,
GB 1008,S7,5,Gabor Barthez,Sums You Up 
GB 1009,S7,12,Gabor Barthez,You're So Vain
GB 1010,W16,1,Gabor Barthez,White & Red Tulips 
GB 1011,W16,4,Gabor Barthez,White & Red Callas 
GB 1014,T7,4,Gabor Barthez,For You 
GB 1017,N3,2,Gabor Barthez,Two Beauties
GB 1019,M10,1,Gabor Barthez,Am I Forgiven 
GB 1027,S7,2,Gabor Barthez,Central Pride 
GB 1028,S7,2,Gabor Barthez,Indecision 
GB 1029,S7,2,Gabor Barthez,Sara's Desire 
GB 1030,S7,6,Gabor Barthez,Sara's Home 
GB 1108,H23,7,Gabor Barthez,Sums You Up 
GB 1109,H23,7,Gabor Barthez,You're So Vain
GB 1111,P5,3,Gabor Barthez,White & Red Callas 
GB 1113,H23,2,Gabor Barthez,Far Away 
GB 1114,O2A,3,Gabor Barthez, For You
GB 1115,O2A,6,Gabor Barthez,Double Rose 
GB 1116,O2A,4,Gabor Barthez,Born Beauty 
GB 1126,P5,1,Gabor Barthez,L'ouverture II
GB 1127,Q18,1,Gabor Barthez,Central Pride 
GB 1129,Q18,1,Gabor Barthez,Sara's Desire 
GB 1131,H23,1,Gabor Barthez,
GB 1132,H23,1,,
GB 1133,O2A,2,Gabor Barthez, Stylish Gerbera
GB 1134,O2A,1,Gabor Barthez,Swinging Elegance
GB 1135,O2A,2,Gabor Barthez,Powerful Poppy
GB 1501,I10,2,Gabor Barthez,Orchid Variation I
GB 1502,I10,2,Gabor Barthez,Orchid Variation II
GB 1503,I10,9,Gabor Barthez,Classical Mood 
GB 1504,I10,11,Gabor Barthez,Classical Feelina 
GB 208,C13,1,,
GB 211,C13,5,Lucio Sollazzi ,Morning Walks 
GBE 1012,S7,0,,
GBE 1013,S7,1,Gerard Beauvoir ,White Jasmine 
GBE 1017,T2,1,Gerard Beauvoir ,Silver Moon 
GBE 1101,H5,9,Gerard Beauvoir ,Briliant Ambience 
GBE 1102,H5,12,Gerard Beauvoir ,Perfect Composition 
GBE 1110,O2A,1,Gerard Beauvoir ,Kissing Tulips I 
GBE 1111,O2A,1,Gerard Beauvoir , Kissing Tulips II 
GBE 1118,H5,4,,
GBE 1119,H5,4,,
GBR 1001,S7,1,Gerbrandt,Early Summer
GBR 1002,S7,1,Gerbrandt,Early Spring 
GBR 1003,S7,2,Gerbrandt,Steaming Chocolate 
GBR 1004,S7,2,Gerbrandt,Smelling Chocolate 
GBR 1105,H23,1,Gerbrandt,Seductive Chocolate 
GBR 1204,I10,1,Gerbrandt,Smelling Chocolate 
GBR 1205,I10,1,Gerbrandt,Seductive Chocolate 
GBR 1206,I10,1,Gerbrandt, Delightful Chocolate 
GBR 1306,I10,1,Gerbrandt, Delightful Chocolate 
GBS 5772,C7,1,Gualtiero Bassi Scala , Dolce Pensare 
GBS 5773,B21,1,,
GBS 5774,W4,7,Gualtiero Bassi Scala ,Riflesso
GBS 5775,W4,3,Gualtiero Bassi Scala ,Meditando 
GBS 5829,D4,4,Gualtiero Bassi Scala ,Serenita 
GC 4198,C4,4,Giulliano Censini , Teorema 
GC 4199,N17,1,Giulliano Censini ,Lunna Rossa
GC 4200,N17,2,Giulliano Censini , Composizione In Rosso
GC 5112,C4,2,,
GC 5113,B21,5,Giulliano Censini ,Iperbole 
GC 5114,B24,1,Giulliano Censini ,Trace Armoniche
GC 5115,B24,1,Giulliano Censini ,Cromatismi Geometrismi 
GEB 1960,V26,1,,
GFO 1001,S7,1,Gerorge Fossey ,Luminescence 
GFO 1002,S7,1,Gerorge Fossey ,Pureness 
GFO 1101,H23,1,Gerorge Fossey ,Luminescence 
GFO 1102,H23,1,Gerorge Fossey ,Pureness 
GFO 1104,H5,1,Gerorge Fossey ,Daisy Cup 
GFU 1001,N3,1,Gillian Fullard ,Teal Rose  Silhouette
GFU 1002,N3,1,Gillian Fullard ,Teal Rose Collage 
GFU 1003,S7,1,,
GFU 1004,S7,1,,
GHH 1001,H7,24,Gisela Henrichs- Harke ,Still Pears
GHH 1002,H7,41,Gisela Henrichs- Harke ,Still Grapes 
GHH 1003,H7,58,Gisela Henrichs- Harke ,Still Lemons 
GHH 1004,H7,46,Gisela Henrichs- Harke ,Still Apples 
GHH 1101,I10,7,Gisela Henrichs- Harke ,Still Pears
GHH 1102,I10,6,Gisela Henrichs- Harke ,Still Grapes 
GHH 1103,I10,4,Gisela Henrichs- Harke , Still Lemons
GHH 1104,I10,8,Gisela Henrichs- Harke , Still Apples 
GJ 1001,V5,4,Gunda Jastorff ,Saumel's Vision 
GJ 1002,V5,4,Gunda Jastorff ,Sam's Hesitaion 
GJ 1003,V5,4,Gunda Jastorff ,"I Consider , Sam "
GJ 1004,W16,1,Gunda Jastorff ,Dancing with Fire 
GK 2103,C5,5,Gustav Klimt ,Il Bacio 
GK 2106,C5,0,,
GK 2109,C8,1,Gustav Klimt ,The Tree Of Life 
GK 2131,V25,1,Gustav Klimt ,Il Bacio 
GK 2133,V25,1,Gustav Klimt , Danae 
GK 2134,L2,1,,
GK 2136,V25,2,,
GK 2137,T19,2,Gustav Klimt ,Beethoven frieze 
GK 2152,L2,1,,
GK 2153,L2,2,,
GK 2154,L2,1,,
GK 2156,B24,2,Gustav Klimt ,
GK 2157,B24,2,Gustav Klimt ,Klimt Details 
GK 2158,L3,1,,
GK 2159,L3,3,,
GL 1004,M10,1,Gilles Legris ,Wide Open Tulips 
GL 1005,M10,1,Gilles Legris ,Happy Amanda 
GL 1006,M10,1,Gilles Legris ,Happy Sarah
GL 1013,V5,2,Gilles Legris , A Letter For Maja 
GL 1014,V5,2,Gilles Legris , A Letter For Sue 
GL 1015,V5,1,,
GL 1017,S7,1,Gilles Legris ,Lilac Flower Power 
GM 4342,C4,4      K,Gamal Meleka, Orizzonte 
GM 4343,W5,1      K,Gamal Meleka,Sabbia 
GM 4344,W5,8    K,Gamal Meleka,Orizzonte 
GM 4358,B24,1      K,Gamal Meleka,Foresta I
GM 4359,B24,2      K ,Gamal Meleka,Foresta II
GM 4362,B24,3      K,Gamal Meleka,Tramonto I
GM 4363,B24,2      K ,Gamal Meleka,Tramonto II
GMA 5622,C6,4,Giorgio Mariani ,Sognando 
GMA 5623,C6,12,Giorgio Mariani , Tenerezza 
GMA 6136,T16,5,Giorgio Mariani , Baroque 
GMA 6137,B24,5,Giorgio Mariani ,Neoclassico I
GMA 6138,B24,5,Giorgio Mariani ,Neoclassico II
GMA 6613,C5,4,Giorgio Mariani ,Dolce Sognare 
GMA 6614,C5,6,Giorgio Mariani ,Incanto Notturno
GMP 209,C13,2,Marta Gottfried   ,Lepa Zena 
GMP 213,C13,2,Marta Gottfried   , Swan Lake 
GMP 228,C13,1, Marta Wiley ,Tiger 
GR 1011,M10,1,Giorgio Rossi ,Design Of Home Décor I
GR 1012,M10,1,Giorgio Rossi ,Design Of Home Décor II 
GR 1013,T2,1,Giorgio Rossi ,Style Of Home Décor I
GR 1014,T2,1,Giorgio Rossi ,Style Of Home Décor II 
GR 1015,N3,2,Giorgio Rossi ,Three Red Apples 
GR 1016,N3,2,Giorgio Rossi ,Red Summer Poppy
GR 1020,W16,2,Giorgio Rossi ,Warm Reflections I
GR 1021,W16,2,Giorgio Rossi ,Warm Reflections II
GR 1118,H8,1,Giorgio Rossi ,Premium Asia Pottery 
GR 1119,H8,5,Giorgio Rossi ,First Glass Asia Pottery 
GRA 25,S30,2,,
GRF 1,Q34,20,,
GRF 2,Q34,19,,
GRF 3,Q34,20,,
GRF 4,Q34,19,,
GRF 5,Q34,16,,
GRF 6,Q34,13,,
GRF 7,Q34,18,,
GRF 8,Q34,16,,
GRM 3065,W1,1,Gerardo Mercatore ,Orbis Terrae Descriptio 
GRR 5465,C6,1,Graham Rits , Perpetual Motion 
GST 1003,W16,1,Ger Stallenberg ,Mystic Garden III
GST 1004,W16,1,Ger Stallenberg ,Mystic Garden II
GST 1018,N3,1,Ger Stallenberg ,Lightness Of Parchmento 
GST 1019,N3,1,Ger Stallenberg ,Slightness Of Parchment
GST 1105,I10,K,,
GST 1106,I10,4,Ger Stallenberg ,Magic Number 6
GST 1107,I10,1,Ger Stallenberg ,Magic Number 7
GST 1108,I10,K,,
GST 4113,T19,1,Giuseppina Tartagni,Primule 
GST 4180,V22,1,,
GST 4181,V22,1,Giuseppina Tartagni,Papaveri In Rosso
GST 4182,V22,1,Giuseppina Tartagni, Calle In Rosso
GST 4183,V22,1,,
GTC 1001,W16,1,Gerry The Cat ,Blue Monday
GTC 1002,W16,1,,
GW 1955,B25,3,Gregory Williams ,Enlightement 
GW 1956,B25,2,Gregory Williams ,Illumination 
GW 4167,C5,3,Gregory Williams , Transcendence
GW 4168,T18,1,Gregory Williams , Tranquil Radiance I 
GW 4170,N15,3,Gregory Williams ,Radiance I
GW 4171,N15,2,Gregory Williams ,Radiance II
GW 4324,B21,1,Gregory Williams ,Brilliance 
GW 4326,B26,2,Gregory Williams ,Reflections I 
GW 4327,B26,4,Gregory Williams ,Reflections II
GW 4328,N17,2,,
GW 4329,N17,2,,
GW 4330,B20,5,Gregory Williams ,The Glow I
GW 4331,B20,3,Gregory Williams ,The Glow II 
GW 4417,D6,20,Gregory Williams ,Landscape  Perspectives 
GW 4527,D6,8,Gregory Williams , Rising I 
GW 4577,C5,20,Gregory Williams ,Take Me To The River I
GW 4579,D8,5,Gregory Williams ,Take Me To The River II
GW 4580,C8,3,Gregory Williams ,The Water's Edge I
GW 4581,C8,20,Gregory Williams ,The Water's Edge II
GW 470,H18,1,A.A.Gockel,
GW 471,H18,1,A.A.Gockel,
GW 472,H18,1,A.A.Gockel,
GW 473,H18,1,A.A.Gockel,
GW 474,H18,24,A.A.Gockel,
GW 475,H18,24,A.A.Gockel,
GW 476,H18,1,A.A.Gockel,
GW 477,H18,1,A.A.Gockel,
GW 478,H18,1,A.A.Gockel,
GW 479,H18,1,A.A.Gockel,
GW 480,H18,19,A.A.Gockel,
GW 481,H18,27,A.A.Gockel,
GW 484,H18,1,A.A.Gockel,
GW 485,H18,1,A.A.Gockel,
GW 486,H18,1,A.A.Gockel,
GW 487,H18,1,A.A.Gockel,
GW 488,H18,1,A.A.Gockel,
GW 489,H18,1,A.A.Gockel,
GW 490,H19,41,A.A.Gockel,
GW 491,H19,23,A.A.Gockel,
GW 492,H19,38,A.A.Gockel,
GW 493,H19,41,A.A.Gockel,
GW 5367,U22,9,Gregory Williams ,Fulfillment I
GW 5368,U22,9,Gregory Williams ,Fulfillment II
GW 5418,C5,3,Gregory Williams ,Solo I 
GW 5419,C5,2,Gregory Williams ,Solo II
GW 5448,U22,5,Gregory Williams , Forever I 
GW 5449,U22,5,Gregory Williams , Forever II 
GW 5463,B27,7,Gregory Williams ,Daybreak I
GW 5464,B27,4,Gregory Williams ,Daybreak II
GW 5557,B25,2,Gregory Williams ,Splendor I
GW 5558,B25,2,Gregory Williams ,Splendor II
GW 5586,B25,4,Gregory Williams ,ReJoice I
GW 5587,B25,5,Gregory Williams ,ReJoice II
GW 5588,T19,2,Gregory Williams ,Waterside I 
GW 5644,B27,9,Gregory Williams ,Serene I
GW 5645,B27,5,Gregory Williams ,Serene II
GW 5927,M16,1,Gregory Williams ,In Awe I
GW 5928,M16,2,Gregory Williams ,In Awe II
GW 6440,N15,2,Gregory Williams ,Sundown I
GW 6441,N15,2,Gregory Williams ,Sundown II
GW 6538,C1,4,Gregory Williams ,Moment To Moment 
GW 6540,C1,2,Gregory Williams ,Evening Approachess
GW 6632,N17,1,Gregory Williams ,Lavender Sunrise I
GW 6633,N17,1,Gregory Williams ,Lavender Sunrise II
GW 6683,B18,2,Gregory Williams ,Twilight Silhouette 
HA 1744,V22,3,Helen Anderson ,Iris 
HA 1745,V22,3,Helen Anderson ,Gerbera 
HA 1746,V22,2,Helen Anderson ,Rose 
HA 1747,V22,4,Helen Anderson ,Anemone  
HAG 1010,S7,1,Hager ,Warmth Of Living 
HAG 1015,S7,1,Hager ,Peaceful Dream
HAG 1016,S7,1,Hager ,Peaceful Sun
HAG 1017,W17,3,Hager ,Power Of Life 
HAG 1018,W17,2,Hager ,Miracle Of Life 
HAG 1021,T2,1,Hager ,Quiet Landscape 
HAG 1022,S7,3,Hager ,The Quiet Meadow 
HAG 1023,S7,4,Hager ,The Silent Meadow 
HAG 1107,P5,1,Hager , Three Heroes 
HAG 1108,P5,1,Hager ,The Good Life 
HAG 1109,H23,1,Hager ,Red Vase District 
HAG 1110,H23,1,Hager ,Warmth Of Living 
HAG 1207,Q1,1,Hager , Three Heroes 
HAG 1208,Q1,1,Hager ,The Good Life 
HB 1042,S7,1,Heidi Bresinsky,Beyound Me 
HB 1043,S7,1,Heidi Bresinsky,Le Reve 
HB 1044,S7,1,Heidi Bresinsky,Silent Dreams 
HB 1045,S7,1,Heidi Bresinsky, Yes It's Me 
HES 5963,T17,1,Helene Simon , Fleurs Neonclassiques 
HIA 1001,M11,1,Hilary Anderson ,Monochrome Rose I
HIA 1002,M11,1,Hilary Anderson ,Monochrome Rose II
HIA 1003,N3,1,Hilary Anderson ,Black Rose I
HIA 1004,N3,1,Hilary Anderson ,Black Rose II
HIA 1005,P5,1,Hilary Anderson , Mushroom  Chrysanthemon 
HIA 1101,H8,1,Hilary Anderson ,Monochrome Rose I
HIA 1102,H8,1,Hilary Anderson ,Monochrome Rose II
HIA 1103,H8,1,Hilary Anderson ,Black Rose I
HIA 1104,H8,1,Hilary Anderson ,Black Rose II
HIH 1001,S7,1,,
HIH 1002,S7,1,Holland-Hicken,Pirouette
HP 987,B18,23,Henri Plisson  , British Garden 
HR 83,R18,31,Henriette Ronner Knip,Mischief With The New Hat 
HR 84,R18,16,Henriette Ronner Knip,Mischief Makers 
HRO 18060,W7,4,,
HRO 38060,W7,5,,
HRP 122,C13,1,Richard Hall , Point Of Reference  
HRP 129,D14,1,Winn Devon , The Magician's Passage 
HVE 1003,M11,2,Hanna Vedder,Diana 
HVE 1004,M11,2,Hanna Vedder,Gazelle Meet
HVE 1009,N3,1,Hanna Vedder,Black & White I 
HVE 1018,M11,,Hanna Vedder,
HVE 1019,M11,2,Hanna Vedder,Oh Moon II
HVE 1021,S7,1,Hanna Vedder,Blue & White II
HVE 1022,S7,1,,
HVE 1111,O2A,1,Hanna Vedder, Pink Romance 
HVE 1112,O2A,1,Hanna Vedder,Pink Fantasy 
HVE 1113,O2A,1,Hanna Vedder, Pink Poetry
HVE 1114,I10,1,Hanna Vedder,Abstract Fern 
HVE 1115,I10,1,Hanna Vedder,Fern
IBE 1990,D6,9,,
IBE 4240,C8,1,Joy Broe ,Integrate III
IBE 4241,N15,1,Joy Broe ,Integrate I
IBE 4242,N15,1,Joy Broe ,Integrate II
IBE 5450,C6,3,Joy Broe , A Destination  Beyond 
IBE 5452,N17,1,Joy Broe , Between Us I
IBE 5453,N17,1,Joy Broe , Between Us II
IBE 5551,D5,2,Joy Broe ,Linear Space 
IBU 4514,B21,2,Jacques Beaumont,Apres-Midi En Afrique 
IBU 4515,N15,4,Jacques Beaumont,Les Gardiens De La Terre
IBU 4516,N15,3,Jacques Beaumont,Meres Et Enfants
IEL 5139,B22,8,Jeffrey Leonard,Brand New Day I
IEL 5140,B22,11,Jeffrey Leonard,Brand New Day II 
IEL 5787,B23,1,,
IEL 6276,N17,2,Jeffrey Leonard, Light And Shadows I
IEL 6277,N17,2,Jeffrey Leonard, Light And Shadows II
IKO 1003,V6,1,Ines Kollar ,Scarlet Thoughts
IKO 1004,M11,2,Ines Kollar ,Desert Horizon 
IKO 1006,M11,6,Ines Kollar ,Somalia In Move 
IKO 1007,M11,7,Ines Kollar ,Somalia
IKO 1008,V6,2,Ines Kollar ,Wizard & Wirl  
IKO 1009,V6,2,Ines Kollar ,Underground 
IKO 1013,V11,1,Ines Kollar , Yellow Meets Red 
IKO 1014,M11,2,Ines Kollar ,Join Us In Red 
IKO 1016,S8,2,Ines Kollar ,Teams In Red 
IKO 1019,V6,2,Ines Kollar ,What Happens ?
IKO 1020,V6,4,Ines Kollar ,Going Through Changes 
IKO 1021,V6,2,Ines Kollar ,Two Together 
IKO 1023,V6,1,Ines Kollar ,Different Thoughts 
IKO 1026,S8,3,Ines Kollar ,We Stand Together 
IKO 1027,S8,2,Ines Kollar ,Safe Distance 
IKO 1031,M11,1,Ines Kollar ,Family Meeting 
IKO 1037,M11,2,Ines Kollar ,All Our Wishes 
IKO 1046,M11,1,Ines Kollar ,Kid's Fun 
IKO 1047,M11,1,Ines Kollar ,Dancing Kids 
IKO 1055,V6,1,Ines Kollar ,Lost In Thoughts III
IKO 1122,O2A,1,Ines Kollar , Listen To The Silence 
IKO 1123,O2A,1,Ines Kollar ,Different Thoughts 
IL 5027,V22,4,Jacques Leconte , Femme Africaine I
IL 5028,V22,3,Jacques Leconte , Femme Africaine II
IL 5029,V22,2,Jacques Leconte , Femme Africaine III
IL 5030,V22,1,,
ILD 1905,L1,9,,
ILD 1906,L1,8,,
ILD 4058,T20,5,Jill Deveraux,Iris 
ILD 4059,T20,26,Jill Deveraux, Orchid
ILD 4272,B26,9,Jill Deveraux,Orange Callas 
ILD 4273,B26,10,Jill Deveraux,Yellow Orchids 
ILD 5640,B25,9,Jill Deveraux,Opulent I
ILD 5641,B25,9,Jill Deveraux,Opulent II
IR 4007,N15,1,,
IR 4206,N15,1,,
IR 4208,V21,1,Yuki Ross , Calla Haiku 
IR 4209,V22,1,Yuki Ross ,Lily Haiku 
IR 4210,V21,1,Yuki Ross ,Tulip Haiku
IR 4211,V21,1,Yuki Ross ,Anemone Haiku 
IS 4004,N15,3,John Seba ,Calla Lillies 
IS 4005,N15,3,John Seba ,Orchids
IS 4006,N15,5,John Seba ,Ranuncolus 
IS 4007,N15,1,John Seba ,Poppies 
IS 5176,V23,3,John Seba , Waterlily Panel I
IS 5177,V23,2,John Seba , Waterlily Panel II 
IS 5369,C6,2,John Seba ,Palm Garden 
IS 5754,C7,3,John Seba ,Laguna I
IS 5755,C7,8,John Seba ,Laguna II
IS 5789,C7,0,,
IS 6206,C1,2,John Seba ,Tulip Garden I
IS 6207,C1,2,John Seba ,Tulip Garden II
IS 6417,N16,1,John Seba ,Ocean Air I
IS 6417,N17,1,John Seba ,Ocean Air I
IS 6418,N16,1,John Seba ,Ocean Air II
IS 6418,N17,1,John Seba ,Ocean Air II
IS 6419,B20,0,,
IS 6551,N15,2,John Seba ,On The Water I
IS 6552,N15,2,John Seba ,On The Water II
IS 6974,B21 ,2,John Seba ,Early Morning Mist II
IS 6975,B21 ,2,John Seba ,Early Morning Mist I 
IVO 1001,V6,1,Inka Vogel ,Gracefulness
IVO 1002,S8,1,Inka Vogel ,Beauty
IVO 1003,V6,1,Inka Vogel ,Magnificence 
IVO 1004,V6,1,Inka Vogel ,Turquoise Callas Trilogy I
IVO 1005,S8,1,Inka Vogel ,Turquoise Callas Trilogy II
IVO 1006,V6,1,Inka Vogel ,Turquoise Callas Trilogy III
IVO 1007,V6,1,Inka Vogel ,Green Callas Trilogy I 
IVO 1008,S8,1,Inka Vogel , Green Callas Trilogy II
IVO 1009,V6,1,Inka Vogel , Green Callas Trilogy III
IVO 1101,Q18,1,Inka Vogel ,Gracefulness
IVO 1102,Q18,1,Inka Vogel ,Beauty 
IVO 1103,Q18,1,Inka Vogel ,Magnificence 
IVO 1104,Q18,1,Inka Vogel ,Turquoise Callas Trilogy I
IVO 1105,Q18,1,Inka Vogel ,Turquoise Callas Trilogy II
IVO 1106,Q18,1,Inka Vogel ,Turquoise Callas Trilogy III
JAP 1321,S28,7,Japizua ,B.27411-93
JAP 1321-3,H26,8,Japizua ,B.27411-93
JAP 1321-4,P24,9,Japizua ,B.27411-93
JAP 1323,S28,4,Japizua ,B.27413-93
JAP 1323-3,H26,9,Japizua ,B.27413-93
JAP 1323-4,P24,8,Japizua ,B.27413-93
JAP 1325,S28,10,Japizua ,B.27403-93
JAP 1325-3,H26,14,Japizua ,B.27403-93
JAP 1325-4,P24,3,Japizua ,B.27403-93
JAP 1401-2,Q6,43,Japizua ,B.2366-97
JAP 1401-4,P24,20,Japizua ,B.2366-97
JAP 1402,S29,12,Japizua ,B.2367-97
JAP 1402-2,Q6,38,Japizua ,B.2367-97
JAP 1402-4,P24,20,Japizua ,B.2367-97
JAP 1403,S29,15,Japizua ,B.2368-97
JAP 1403-2,Q6,54,Japizua ,B.2368-97
JAP 1403-4,P24,33,Japizua ,B.2368-97
JAP 1404-2,Q7,41,Japizua ,B.2369-97
JAP 1404-4,P25,30,Japizua ,B.2369-97
JAP 1406,S29,7,Japizua ,B.2371-97
JAP 1406-2,Q7,48,Japizua ,B.2371-97
JAP 1406-4,P25,19,Japizua ,B.2371-97
JAP 1407,S29,6,Japizua ,B.2372-97
JAP 1407-2,Q7,41,Japizua ,B.2372-97
JAP 1408-2,Q8,39,Japizua ,B.2373-97
JAP 1408-4,P25,18,Japizua ,B.2373-97
JAP 1410,S29,10,Japizua ,B.2375-97
JAP 1410-2,Q8,52,Japizua ,B.2375-97
JAP 1410-4,P26,33,Japizua ,B.2375-97
JAP 1414,S29,37,Japizua ,B.2379-97
JAP 1414-2,Q8,53,Japizua ,B.2379-97
JAP 1415-2,Q9,73,Japizua ,B.2380-97
JAP 1415-4,P26,37,Japizua ,B.2380-97
JAP 1423,S29,15,Japizua ,B.2388-97
JAP 1423-2,Q9,62,Japizua ,B.2388-97
JAP 1423-4,P26,25,Japizua ,B.2388-97
JAP 1424,S29,14,Japizua ,B.2389-97
JAP 1424-2,Q9,56,Japizua ,B.2389-97
JAP 1424-4,P27,31,Japizua ,B.2389-97
JAP 1427-2,Q10,20,Japizua ,B.2392-97
JAP 1428-2,Q10,60,Japizua ,B.2393-97
JAP 1430,S29,16,Japizua ,B.2395-97
JAP 1430-2,Q10,59,Japizua ,B.2395-97
JAP 1430-4,P27,25,Japizua ,B.2395-97
JAP 1440,S30,5,Japizua ,B.2405-97
JAP 1440-2,Q11,59,Japizua ,B.2405-97
JAP 1440-4,P27,30,Japizua ,B.2405-97
JAP 1441,S30,14,Japizua ,B.2406-97
JAP 1441-2,Q11,62,Japizua ,B.2406-97
JAP 1441-4,P28,29,Japizua ,B.2406-97
JAP 1442-2,Q11,46,Japizua ,B.2407-97
JAP 1442-4,P28,20,Japizua ,B.2407-97
JAP 1445,S30,2,Japizua ,B.2410-97
JAP 1445-2,Q12,45,Japizua ,B.2410-97
JAP 1445-4,P28,22,Japizua ,B.2410-97
JAP 1447-2,Q12,66,Japizua ,B.2412-97
JAP 1447-4,P29,34,Japizua ,B.2412-97
JAP 1448-2,Q12,65,Japizua ,B.2413-97
